0,0.000000
1,0.000000
2,0.000000
3,27994.293827
4,26506.644305
5,6055.351708
6,633186.465924
7,1100.125117
8,143014.196438
9,20418.128342
10,56447.522833
11,1090971.429566
12,83318.380633
13,17.606434
14,58510.162849
15,902404.392254
16,133.063846
17,15573.405966
18,2.730159
19,18337.025082
20,336181.156251
21,28261.381924
22,0.000000
23,38953.299462
24,458432.573093
25,58933.193791
26,44020.843747
27,148436.127386
28,521509.414610
29,325371.924160
30,17766.766038
31,8.941628
32,25997.682909
33,117517.286439
34,55676.554867
35,98364.589404
36,300083.319410
37,5722.064158
38,9812.850858
39,104159.143672
40,0.000000
41,151.217912
42,107032.533935
43,44.734224
44,29569.429486
45,9.490317
46,26019.265273
47,129410.258624
48,157.684037
49,53586.117585
50,18882.516704
51,0.000000
52,0.000000
53,58612.462975
54,46099.608546
55,155820.865680
56,333665.352762
57,53.157894
58,42539.798135
59,31963.318463
60,2336.110567
61,657.674940
62,2329.294773
63,0.000000
64,10933.552264
65,0.000000
66,2957.908258
67,0.000000
68,261263.655175
69,0.000000
70,0.000000
71,165554.215468
72,935856.115830
73,2897.416621
74,33218.496649
75,152221.758226
76,0.000000
77,4002.944101
78,75769.294363
79,3832.689519
80,82239.064801
81,782.463330
82,0.000000
83,94.193433
84,0.000000
85,0.000000
86,200864.486176
87,390419.098145
88,0.000000
89,18762.157861
90,20049.954358
91,0.000000
92,0.000000
93,16302.765701
94,133278.764439
95,178110.499319
96,0.000000
97,0.000000
98,0.000000
99,1179.489705
100,86.536097
101,70.049004
102,30791.011664
103,41104.575274
104,618.524467
105,55935.100626
106,1143.973642
107,0.000000
108,12.713580
109,110907.986050
110,54136.977789
111,13229.485323
112,0.000000
113,114238.277761
114,0.000000
115,0.000000
116,0.000000
117,0.000000
118,0.000000
119,0.000000
120,9.473705
121,466.878903
122,182502.902975
123,0.000000
124,990.455112
125,4527.406576
126,12.249002
127,196572.124239
128,26660.745903
129,0.000000
130,14480.101407
131,0.000000
132,22971.385317
133,27.876540
134,0.000000
135,28241.028213
136,45213.373086
137,0.000000
138,5009.047589
139,23399.371499
140,56057.406923
141,0.000000
142,4.000000
143,36370.387481
144,68330.208575
145,1509.728269
146,0.000000
147,48887.552153
148,0.000000
149,0.000000
150,87313.260542
151,95042.796436
152,80186.633610
153,28387.007579
154,32187.877346
155,93871.800220
156,2.133333
157,1866.803394
158,1580.397059
159,0.000000
160,0.000000
161,15063.560453
162,0.000000
163,70659.452618
164,0.000000
165,0.000000
166,42661.638592
167,427.800995
168,15005.103634
169,0.000000
170,0.000000
171,109369.339116
172,101582.028774
173,308512.513147
174,0.000000
175,33658.300812
176,55.029437
177,429.696013
178,118712.471626
179,1956.990837
180,51720.619140
181,0.000000
182,96395.581978
183,8054.665488
184,0.000000
185,0.000000
186,0.000000
187,193.656696
188,0.000000
189,0.000000
190,0.000000
191,0.000000
192,28244.598822
193,13.327750
194,0.000000
195,0.000000
196,0.000000
197,0.000000
198,0.000000
199,1799.036572
